decision_id,evidence_id
DC_APP0009_M1_SKILL_02_004195,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0009_M1_SKILL_02_004195,EV_APP0009_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0009_M1_SKILL_02_004195,EV_APP0009_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0009_M1_SKILL_02_004195,EV_APP0009_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0009_M1_SKILL_03_004196,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0009_M1_SKILL_03_004196,EV_APP0009_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0009_M1_SKILL_03_004196,EV_APP0009_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0009_M1_SKILL_03_004196,EV_APP0009_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0009_M1_SKILL_04_004197,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0009_M1_SKILL_04_004197,EV_APP0009_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0009_M1_SKILL_05_004198,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0009_M1_SKILL_05_004198,EV_APP0009_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0009_M1_SKILL_06_004199,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0009_M1_SKILL_06_004199,EV_APP0009_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0009_M1_SKILL_07_004200,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0009_M1_SKILL_08_004201,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0009_M1_SKILL_09_004202,EV_APP0009_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0045_M1_SKILL_01_004203,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0045_M1_SKILL_01_004203,EV_APP0045_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0045_M1_SKILL_01_004203,EV_APP0045_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0045_M1_SKILL_01_004203,EV_APP0045_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0045_M1_SKILL_02_004204,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0045_M1_SKILL_02_004204,EV_APP0045_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0045_M1_SKILL_02_004204,EV_APP0045_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0045_M1_SKILL_02_004204,EV_APP0045_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0045_M1_SKILL_03_004205,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0045_M1_SKILL_03_004205,EV_APP0045_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0045_M1_SKILL_03_004205,EV_APP0045_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0045_M1_SKILL_03_004205,EV_APP0045_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0045_M1_SKILL_04_004206,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0045_M1_SKILL_04_004206,EV_APP0045_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0045_M1_SKILL_05_004207,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0045_M1_SKILL_05_004207,EV_APP0045_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0045_M1_SKILL_06_004208,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0045_M1_SKILL_06_004208,EV_APP0045_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0045_M1_SKILL_07_004209,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0045_M1_SKILL_08_004210,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0045_M1_SKILL_09_004211,EV_APP0045_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0006_M1_SKILL_01_004212,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0006_M1_SKILL_01_004212,EV_APP0006_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0006_M1_SKILL_01_004212,EV_APP0006_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0006_M1_SKILL_01_004212,EV_APP0006_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0006_M1_SKILL_02_004213,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0006_M1_SKILL_02_004213,EV_APP0006_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0006_M1_SKILL_02_004213,EV_APP0006_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0006_M1_SKILL_02_004213,EV_APP0006_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0006_M1_SKILL_03_004214,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0006_M1_SKILL_03_004214,EV_APP0006_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0006_M1_SKILL_03_004214,EV_APP0006_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0006_M1_SKILL_03_004214,EV_APP0006_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0006_M1_SKILL_04_004215,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0006_M1_SKILL_04_004215,EV_APP0006_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0006_M1_SKILL_05_004216,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0006_M1_SKILL_05_004216,EV_APP0006_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0006_M1_SKILL_06_004217,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0006_M1_SKILL_06_004217,EV_APP0006_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0006_M1_SKILL_07_004218,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0006_M1_SKILL_08_004219,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0006_M1_SKILL_09_004220,EV_APP0006_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0022_M1_SKILL_01_004221,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0022_M1_SKILL_01_004221,EV_APP0022_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0022_M1_SKILL_01_004221,EV_APP0022_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0022_M1_SKILL_01_004221,EV_APP0022_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0022_M1_SKILL_02_004222,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0022_M1_SKILL_02_004222,EV_APP0022_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0022_M1_SKILL_02_004222,EV_APP0022_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0022_M1_SKILL_02_004222,EV_APP0022_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0022_M1_SKILL_03_004223,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0022_M1_SKILL_03_004223,EV_APP0022_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0022_M1_SKILL_03_004223,EV_APP0022_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0022_M1_SKILL_03_004223,EV_APP0022_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0022_M1_SKILL_04_004224,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0022_M1_SKILL_04_004224,EV_APP0022_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0022_M1_SKILL_05_004225,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0022_M1_SKILL_05_004225,EV_APP0022_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0022_M1_SKILL_06_004226,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0022_M1_SKILL_06_004226,EV_APP0022_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0022_M1_SKILL_07_004227,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0022_M1_SKILL_08_004228,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0022_M1_SKILL_09_004229,EV_APP0022_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0095_M1_SKILL_01_004230,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0095_M1_SKILL_01_004230,EV_APP0095_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0095_M1_SKILL_01_004230,EV_APP0095_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0095_M1_SKILL_01_004230,EV_APP0095_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0095_M1_SKILL_02_004231,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0095_M1_SKILL_02_004231,EV_APP0095_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0095_M1_SKILL_02_004231,EV_APP0095_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0095_M1_SKILL_02_004231,EV_APP0095_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0095_M1_SKILL_03_004232,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0095_M1_SKILL_03_004232,EV_APP0095_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0095_M1_SKILL_03_004232,EV_APP0095_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0095_M1_SKILL_03_004232,EV_APP0095_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0095_M1_SKILL_04_004233,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0095_M1_SKILL_04_004233,EV_APP0095_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0095_M1_SKILL_05_004234,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0095_M1_SKILL_05_004234,EV_APP0095_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0095_M1_SKILL_06_004235,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0095_M1_SKILL_06_004235,EV_APP0095_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0095_M1_SKILL_07_004236,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0095_M1_SKILL_08_004237,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0095_M1_SKILL_09_004238,EV_APP0095_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0041_M1_SKILL_01_004239,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0041_M1_SKILL_01_004239,EV_APP0041_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0041_M1_SKILL_01_004239,EV_APP0041_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0041_M1_SKILL_01_004239,EV_APP0041_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0041_M1_SKILL_02_004240,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0041_M1_SKILL_02_004240,EV_APP0041_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0041_M1_SKILL_02_004240,EV_APP0041_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0041_M1_SKILL_02_004240,EV_APP0041_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0041_M1_SKILL_03_004241,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0041_M1_SKILL_03_004241,EV_APP0041_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0041_M1_SKILL_03_004241,EV_APP0041_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0041_M1_SKILL_03_004241,EV_APP0041_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0041_M1_SKILL_04_004242,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0041_M1_SKILL_04_004242,EV_APP0041_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0041_M1_SKILL_05_004243,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0041_M1_SKILL_05_004243,EV_APP0041_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0041_M1_SKILL_06_004244,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0041_M1_SKILL_06_004244,EV_APP0041_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0041_M1_SKILL_07_004245,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0041_M1_SKILL_08_004246,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0041_M1_SKILL_09_004247,EV_APP0041_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0010_M1_SKILL_01_004248,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0010_M1_SKILL_01_004248,EV_APP0010_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0010_M1_SKILL_01_004248,EV_APP0010_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0010_M1_SKILL_01_004248,EV_APP0010_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0010_M1_SKILL_02_004249,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0010_M1_SKILL_02_004249,EV_APP0010_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0010_M1_SKILL_02_004249,EV_APP0010_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0010_M1_SKILL_02_004249,EV_APP0010_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0010_M1_SKILL_03_004250,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0010_M1_SKILL_03_004250,EV_APP0010_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0010_M1_SKILL_03_004250,EV_APP0010_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0010_M1_SKILL_03_004250,EV_APP0010_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0010_M1_SKILL_04_004251,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0010_M1_SKILL_04_004251,EV_APP0010_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0010_M1_SKILL_05_004252,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0010_M1_SKILL_05_004252,EV_APP0010_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0010_M1_SKILL_06_004253,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0010_M1_SKILL_06_004253,EV_APP0010_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0010_M1_SKILL_07_004254,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0010_M1_SKILL_08_004255,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0010_M1_SKILL_09_004256,EV_APP0010_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0059_M1_SKILL_01_004257,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0059_M1_SKILL_01_004257,EV_APP0059_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0059_M1_SKILL_01_004257,EV_APP0059_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0059_M1_SKILL_01_004257,EV_APP0059_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0059_M1_SKILL_02_004258,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0059_M1_SKILL_02_004258,EV_APP0059_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0059_M1_SKILL_02_004258,EV_APP0059_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0059_M1_SKILL_02_004258,EV_APP0059_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0059_M1_SKILL_03_004259,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0059_M1_SKILL_03_004259,EV_APP0059_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0059_M1_SKILL_03_004259,EV_APP0059_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0059_M1_SKILL_03_004259,EV_APP0059_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0059_M1_SKILL_04_004260,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0059_M1_SKILL_04_004260,EV_APP0059_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0059_M1_SKILL_05_004261,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0059_M1_SKILL_05_004261,EV_APP0059_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0059_M1_SKILL_06_004262,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0059_M1_SKILL_06_004262,EV_APP0059_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0059_M1_SKILL_07_004263,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0059_M1_SKILL_08_004264,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0059_M1_SKILL_09_004265,EV_APP0059_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0089_M1_SKILL_01_004266,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0089_M1_SKILL_01_004266,EV_APP0089_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0089_M1_SKILL_01_004266,EV_APP0089_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0089_M1_SKILL_01_004266,EV_APP0089_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0089_M1_SKILL_02_004267,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0089_M1_SKILL_02_004267,EV_APP0089_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0089_M1_SKILL_02_004267,EV_APP0089_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0089_M1_SKILL_02_004267,EV_APP0089_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0089_M1_SKILL_03_004268,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0089_M1_SKILL_03_004268,EV_APP0089_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0089_M1_SKILL_03_004268,EV_APP0089_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0089_M1_SKILL_03_004268,EV_APP0089_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0089_M1_SKILL_04_004269,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0089_M1_SKILL_04_004269,EV_APP0089_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0089_M1_SKILL_05_004270,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0089_M1_SKILL_05_004270,EV_APP0089_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0089_M1_SKILL_06_004271,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0089_M1_SKILL_06_004271,EV_APP0089_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0089_M1_SKILL_07_004272,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0089_M1_SKILL_08_004273,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0089_M1_SKILL_09_004274,EV_APP0089_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0102_M1_SKILL_01_004275,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0102_M1_SKILL_01_004275,EV_APP0102_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0102_M1_SKILL_01_004275,EV_APP0102_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0102_M1_SKILL_01_004275,EV_APP0102_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0102_M1_SKILL_02_004276,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0102_M1_SKILL_02_004276,EV_APP0102_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0102_M1_SKILL_02_004276,EV_APP0102_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0102_M1_SKILL_02_004276,EV_APP0102_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0102_M1_SKILL_03_004277,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0102_M1_SKILL_03_004277,EV_APP0102_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
DC_APP0102_M1_SKILL_03_004277,EV_APP0102_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_03
DC_APP0102_M1_SKILL_03_004277,EV_APP0102_FIRST_INTERVIEW_AI_CASE_M1_SKILL_03
DC_APP0102_M1_SKILL_04_004278,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_04
DC_APP0102_M1_SKILL_04_004278,EV_APP0102_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_04
DC_APP0102_M1_SKILL_05_004279,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_05
DC_APP0102_M1_SKILL_05_004279,EV_APP0102_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_05
DC_APP0102_M1_SKILL_06_004280,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_06
DC_APP0102_M1_SKILL_06_004280,EV_APP0102_FIRST_INTERVIEW_PRACTITIONER_QA_M1_SKILL_06
DC_APP0102_M1_SKILL_07_004281,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_07
DC_APP0102_M1_SKILL_08_004282,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_08
DC_APP0102_M1_SKILL_09_004283,EV_APP0102_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_09
DC_APP0050_M1_SKILL_01_004284,EV_APP0050_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_01
DC_APP0050_M1_SKILL_01_004284,EV_APP0050_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_01
DC_APP0050_M1_SKILL_01_004284,EV_APP0050_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_01
DC_APP0050_M1_SKILL_01_004284,EV_APP0050_FIRST_INTERVIEW_AI_CASE_M1_SKILL_01
DC_APP0050_M1_SKILL_02_004285,EV_APP0050_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_02
DC_APP0050_M1_SKILL_02_004285,EV_APP0050_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_02
DC_APP0050_M1_SKILL_02_004285,EV_APP0050_FIRST_INTERVIEW_TECHNICAL_ASSESSMENT_M1_SKILL_02
DC_APP0050_M1_SKILL_02_004285,EV_APP0050_FIRST_INTERVIEW_AI_CASE_M1_SKILL_02
DC_APP0050_M1_SKILL_03_004286,EV_APP0050_DOCUMENT_SCREEN_DOCUMENT_REVIEW_M1_SKILL_03
DC_APP0050_M1_SKILL_03_004286,EV_APP0050_PRE_ASSESSMENT_CODING_TEST_M1_SKILL_03
